Symbol,log2FoldChange,pvalue
SLITRK1,-0.239989798,0.000580932
TMEM63A,0.292633643,0.000581907
SLC26A2,0.348164036,0.000583471
TUT1,0.155312071,0.00058463
WDR33,0.242000036,0.000586931
DGCR2,0.300089083,0.000590473
BABAM1,-0.390779702,0.000591406
TRAF3IP2,0.245566476,0.000591799
TIMM13,-0.160930476,0.000591808
MIR218-2,-0.288501119,0.000593701
SPOCK2,0.464655357,0.000594445
CD44,0.229915238,0.000595014
CDKL1,-0.248183214,0.000596802
WNT9B,-0.262231048,0.000597953
H4C1,-0.248633536,0.000599828
ZNF512,0.411188583,0.000599914
HGD,0.284619262,0.000601614
NKX2-1,-0.229799369,0.000603557
CRSP8P,0.379579048,0.000604252
TCEAL2,-0.207795226,0.000606136
IRX2,-0.270273964,0.000606597
LINC02875,-0.231261131,0.000606978
PLEKHO1,0.308623988,0.000609067
KRT74,-0.227648929,0.000610217
LINC01602,-0.18317,0.000611373
TNRC6B,0.189332155,0.000611885
CCKAR,-0.210969893,0.00061399
POLA2,0.286641619,0.000615086
FGF4,-0.236204405,0.000619001
CDC14C,-0.420713357,0.000619682
TBC1D10A,0.177834417,0.000620669
KRTAP20-2,-0.168471083,0.000621292
LRRC43,-0.218591083,0.000621851
CCDC9,0.212334619,0.000622064
EXD2,0.296266024,0.000622533
SAA2-SAA4,-0.24178931,0.000623121
ING4,0.195684048,0.000625416
RTL8C,0.277927738,0.000625552
RASGRF2,0.543956214,0.000629556
GIT1,0.24739331,0.000630034
COL6A2,-0.19693875,0.000630644
UBALD2,-0.30702,0.000631443
PCBP2,-0.218262262,0.000632229
ZAR1,-0.180144012,0.000632305
GALT,0.370569917,0.000633701
SEC14L3,-0.248025905,0.000635648
FHOD3,-0.212507774,0.00063656
RAC2,0.205089167,0.000640032
SGF29,0.367779036,0.000642026
ABR,0.260884048,0.000644039
HACD1,-0.211276381,0.000645
GNE,0.31564419,0.000645447
OR5B21,0.317658714,0.0006465
H2AC21,-0.413908988,0.00064655
PLCL2,-0.27141619,0.000652582
UBALD1,-0.38940106,0.000653482
TSC22D2,0.15590744,0.000660689
H2AC25,-0.227116952,0.000661294
S100A7A,0.213624917,0.000661476
DMP1,-0.161401107,0.000667331
USP20,0.196476202,0.000668524
PIP5K1A,0.194280417,0.000670163
NXN,-0.220020798,0.000671187
GHDC,0.1423465,0.000676536
PABPC1L2B,-0.207582262,0.000683854
ARPC1B,0.224258095,0.00068459
HOATZ,-0.127577881,0.000686067
MTNR1B,-0.239792667,0.000686302
QTRT1,0.160807417,0.000691841
SLC5A8,-0.166625333,0.000695887
CDK20,0.153901738,0.000698429
SLC9A6,0.237472214,0.000699847
TEKTL1,-0.255832119,0.000701072
TNFRSF14,0.18943619,0.000703976
STK19,0.210261464,0.000705325
CD300LB,0.33856531,0.000706575
ITPKB,0.22398481,0.000706921
HYDIN,-0.191544048,0.000707718
SNN,0.355841988,0.000709528
SETD5,0.200013071,0.000715063
CAMTA1,0.190577012,0.00071592
HMG20B,0.205256643,0.000718059
LINC00216,-0.267015714,0.000718408
ZNF362,0.206496071,0.000721534
YPEL3,-0.246843929,0.000724453
COPA,0.239958571,0.000724796
POLR3H,0.216072024,0.000726468
ZNF619,0.25938331,0.000732556
CCR7,0.870239988,0.000735525
NRM,0.298200631,0.000737116
PIK3CD,0.262318238,0.00074257
NDUFB1,-0.204904702,0.000748449
RBSN,0.241724857,0.000748551
AFF1,0.267766786,0.000749619
C9orf131,0.382160726,0.000749966
UBBP4,-0.2718675,0.000750272
PPIL2,0.250911345,0.000752981
CER1,-0.209684667,0.000755037
PIP4K2B,0.203315893,0.000756284
MIB2,-0.206580833,0.000761293
RUSC1-AS1,0.189530262,0.000762387
HAGH,-0.469130119,0.000763028
LRRC4B,-0.300710143,0.000763838
MADD,0.340476298,0.000765051
KRT14,-0.243039024,0.000767838
TUBB,0.274720476,0.000775724
PRR15,-0.207039786,0.000781234
HGC6.3,-0.19940444,0.000781972
MICA,0.346398702,0.000782778
PCDHB5,-0.225631571,0.000783621
AZU1,-0.298935167,0.000785354
MIR516B2,-0.23228419,0.000790355
PITPNM1,0.210006131,0.00079101
MUL1,0.204129452,0.000796724
SPNS2,-0.196978714,0.000796993
PIGG,0.20492581,0.000801157
OR2D3,-0.24789481,0.000802562
ADTRP,0.174829548,0.000809013
LETM1,0.170591952,0.000809989
USP10,0.287453833,0.000814401
TCF24,-0.236363643,0.000816406
PIGA,0.267974238,0.000817679
KDM5C,0.35162356,0.000819173
KIF4A,-0.240661119,0.000824895
CACYBP,-0.167441214,0.000826829
ZDHHC22,-0.265417607,0.000828881
VSIG1,0.8119695,0.000831428
SNORA5A,0.446566845,0.000833067
MLF2,0.262119286,0.000833296
GBF1,0.249938774,0.0008336
ZNF620,0.169970702,0.000837465
TMEM259,0.176856429,0.000843484
C17orf50,-0.189052155,0.00084661
CHFR,0.185425762,0.000846753
WEE1,-0.385449107,0.00084887
MCM10,-0.236657845,0.000849089
IDH3G,0.31123425,0.000849533
KCNK6,0.168092452,0.000851237
RCAN3,0.625423976,0.000853524
LOC100996732,0.368586548,0.000857631
CTSA,0.318656905,0.00085881
LGALS3,-0.424776583,0.000861463
WDR26,-0.37450619,0.000863035
TBC1D9B,0.299853512,0.000864777
PCOLCE2,-0.249284833,0.000871742
SOX7,-0.211089917,0.000876041
CTHRC1,-0.221209631,0.00087623
DLX2,-0.250226226,0.00088297
KLHL17,-0.211131,0.000883911
LOC407835,-0.190166536,0.000892572
EEFSEC,0.230049548,0.000894586
ACIN1,0.184200405,0.000895297
DKFZp434E1119,-0.281848095,0.00089774
RAP1A,-0.274512429,0.000906837
TP53,0.440439536,0.000907379
SEMA4C,0.329185714,0.00090967
RBM23,0.277502857,0.000915354
CHRNA7,-0.256824536,0.000915984
PRAF2,0.221577762,0.000917871
EDARADD,-0.160004952,0.000919327
CHURC1-FNTB,0.253700905,0.000922584
ACRV1,-0.162204345,0.000922871
MZT2B,-0.23688631,0.000923943
PCLAF,-0.336268083,0.00092927
MYO18A,0.216549869,0.00093046
TSPYL4,0.199702452,0.000932017
KCNK13,-0.24515156,0.000935182
AK1,-0.540398726,0.000935244
PPM1N,0.315857155,0.000935426
NDRG2,0.350756679,0.00093571
FGF21,-0.155760738,0.000939044
ARHGAP39,-0.201986905,0.000942528
TSPAN32,0.258083107,0.000942756
LOC389895,-0.22153044,0.000944516
RN7SL2,-0.172260952,0.000945654
ZBTB21,0.235682381,0.000946681
ATP5F1D,0.23876025,0.000954401
CCDC142,0.227417726,0.000958753
BBLN,-0.174553369,0.000959135
CRACR2A,0.400631143,0.000960383
LOC729737,0.331504643,0.000960819
CIAPIN1,0.270648048,0.000967715
TNRC18,0.291442774,0.000969991
DAG1,0.189834548,0.000972773
SLC29A3,0.183421274,0.000973313
UBE2B,-0.329327917,0.000973763
NOL4,-0.192956298,0.000973831
ZDHHC3,0.267734476,0.000975273
LOC729461,-0.196076381,0.000977598
MIR24-2,0.776117512,0.000978319
TCFL5,0.193608274,0.000983005
ARHGAP27,0.251436333,0.000983062
H2BC4,-0.332831262,0.000984135
FABP12,-0.133890905,0.000989652
PPP1R35,0.181981119,0.000989784
ITFG2,0.307848833,0.000991967
SMG9,0.262718321,0.000992258
SZRD1,0.200964595,0.0009955
SERINC2,-0.319507738,0.00099835
MAB21L4,-0.215389619,0.001002163
CREB3,0.279388988,0.001003834
ZMYND8,0.17167125,0.001006671
TNFAIP8L1,0.23220775,0.001008688
AUP1,0.214055607,0.001010505
COQ8B,0.259686452,0.001014948
MTCH1,0.203352429,0.001014984
ERCC3,0.290979798,0.001016314
CBFA2T2,0.239743321,0.001017472
SFT2D2,0.381489786,0.001020323
TSKU,-0.244213298,0.00102115
PTGIR,0.230210274,0.00102556
PRELID1,0.304037976,0.00102611
FFAR2,0.5027805,0.001027604
RNVU1-3,0.515898571,0.001029411
CHGA,-0.205037024,0.001030838
AQP3,0.3855985,0.001034155
MARK2,0.322514381,0.001035981
NRCAM,0.230073333,0.001037838
TCF25,0.194763119,0.001038617
NUDT6,-0.139421714,0.001043617
NUDT8,-0.215621464,0.001046841
TAF6L,0.166136369,0.001056041
FOXA1,-0.238540095,0.001056919
LIN37,0.228992024,0.001060438
GABBR1,0.395592179,0.001064506
STXBP6,-0.2003555,0.001064761
LRRC25,0.300266071,0.00106761
TOB2P1,0.174953929,0.001072209
FAM210B,-0.507515833,0.001073167
THOC6,0.327937786,0.001073698
CSTPP1,0.220771655,0.001077988
MPI,0.408269917,0.001079711
STIM2,0.238169786,0.001080255
C2CD4A,-0.280605643,0.0010807
SOX1,-0.263384405,0.001083059
H2BW2,-0.239970726,0.001083595
GAS1,-0.23992906,0.001088475
SPATA17,-0.165357548,0.001093921
RGS9BP,-0.250259024,0.001095918
MAN2C1,0.258077488,0.001102838
NMT1,0.257346488,0.00110301
SLC35F6,0.224967333,0.001107812
ADAD1,-0.172664131,0.001108636
TFPI2,-0.206691679,0.0011088
DELE1,0.202985833,0.001108834
ZNF142,0.227998131,0.001111232
LINC01597,-0.287586452,0.001111333
ZBTB44,-0.250459476,0.001115861
TAPT1-AS1,0.214381619,0.001116967
SLC39A13,0.128834345,0.001118243
ELAC2,0.358404179,0.001119848
TIMM10B,0.351166726,0.001120101
PRDM10,-0.165584667,0.001122126
TBX1,-0.239707214,0.001122607
KBTBD13,-0.257079631,0.00112303
CANT1,0.333715952,0.001127173
FKBP7,-0.148807286,0.001127177
FLVCR2,0.430799774,0.001129961
PRKAB2,0.367672155,0.001136687
FHIT,0.477575976,0.001136912
INA,-0.220474,0.001139449
NIPAL4,-0.212805012,0.001140738
FXR2,0.163634952,0.001141262
TMEM127,0.20589619,0.00114875
DPH2,0.280443798,0.001152745
CFC1B,-0.237230595,0.001156342
NDUFB7,-0.184959131,0.001161355
COQ9,0.197645155,0.001162469
BCL2L10,-0.202245607,0.00116304
ORC6,-0.145844155,0.00117299
NOL9,0.436836298,0.001175786
SLC43A2,0.282822381,0.001176104
SH3GLB2,-0.398444512,0.001177309
TMED4,0.202477381,0.001180474
CCDC168,-0.211301536,0.001187882
HSPA12A,-0.227397619,0.001188158
SLC5A6,0.229345571,0.001191511
PHF8,0.214402738,0.001212073
SNRPB,0.292127738,0.00121234
FGF22,-0.240833452,0.00121348
ATOH7,-0.226553321,0.00121438
RCE1,0.157050405,0.001217833
DNHD1,0.406325595,0.001217867
CSNK1G1,0.187382512,0.001219154
FANCE,0.199427714,0.001222262
KRTAP1-4,-0.272229679,0.001223264
SPDYA,-0.215681964,0.001223765
ACTL9,-0.247778905,0.001224124
MIR132,-0.295645226,0.001230167
OTP,-0.192586881,0.001231261
UBE2H,-0.418796286,0.00123307
FAM222A,-0.222613512,0.00123407
NEDD8-MDP1,0.366230357,0.001237297
RAB1B,0.265274762,0.001245191
ATXN2L,0.197944333,0.00124602
SULF1,-0.173662012,0.001247736
IL2RA,0.417251143,0.001250163
LGALS7B,-0.225429012,0.001250636
QRICH1,0.256542083,0.001256529
EDC3,0.229251738,0.001257184
DOK5,-0.182558643,0.001261499
GTF3C2,0.240225,0.001263876
PLAG1,0.354503595,0.001265129
SEMA6A,-0.180228821,0.001265535
APOLD1,0.395854,0.001267967
PTTG1IP,0.223832619,0.00127373
CRTC3,0.335503774,0.001283972
GADD45A,-0.344066119,0.00128667
OMD,-0.140724726,0.001293451
GNL3L,0.21972431,0.001295337
DUSP7,0.351842214,0.001295341
RAB40A,-0.163555083,0.001295549
TCF15,-0.215484679,0.001295991
GABARAPL2,-0.307095714,0.001299875
AP2M1,-0.357276917,0.001300507
CMTM3,0.197048119,0.00130211
SP5,-0.275871488,0.00130837
CPT2,0.185116036,0.001309597
TMEM256-PLSCR3,0.383019893,0.001309887
ZBTB20,0.304147202,0.001310542
POLDIP3,0.159892345,0.001313748
SLC27A2,-0.419608488,0.001323264
HILPDA,0.228003083,0.001323484
METRN,-0.246691857,0.001328568
ARHGEF25,-0.180789333,0.001334632
HIPK2,0.273288774,0.001339493
ITGB2,0.243713333,0.001346616
LAMB1,-0.188202857,0.001347652
BHLHE23,-0.239524595,0.001350286
FLT3LG,0.367002714,0.001352336
SDF4,0.149622595,0.001360153
AKAP8L,0.194080655,0.001364857
TUBG2,0.2019615,0.001365053
PARVG,0.204811667,0.001368805
GABRD,-0.238281262,0.00137033
PRR14L,0.159687464,0.001371246
THAP7,0.2183355,0.001380471
AAK1,0.282455798,0.001380902
ENPP6,-0.244861798,0.001381265
CFL1,0.166003214,0.001383318
PLXDC1,0.420331726,0.001392514
USP15,-0.322327857,0.001398143
CDK5RAP3,0.262657143,0.001398968
ERLIN2,0.167724488,0.001406129
CDR2L,-0.239555714,0.001408943
VWC2,-0.262667536,0.001413025
NPW,-0.271972024,0.001416615
DDX27,0.230328202,0.001418634
ERAL1,0.368155798,0.001419751
SNORA67,0.333807155,0.001420864
SCUBE3,-0.189759238,0.001423149
RUSF1,0.170926607,0.001423911
CXXC1,0.19009244,0.001425277
GK3,0.331932262,0.001425657
CLIC3,-0.231567905,0.001428111
ARPC4-TTLL3,0.192800357,0.001430863
PNPLA2,-0.293075595,0.001431953
TOM1L2,0.200904214,0.001431954
VGF,-0.13896075,0.001435628
MAF1,-0.410597976,0.001435868
NAA60,0.13860231,0.001435869
H2BC26,-0.29219544,0.001436811
PFKFB3,0.501834226,0.001437781
MTF1,0.30413394,0.00144081
SPECC1L-ADORA2A,0.180809405,0.001441348
CYREN,0.206610131,0.001443689
RAET1E,-0.176955238,0.001445859
KLHL18,0.173021048,0.001446337
AKT1,0.24142775,0.001447127
HTRA3,-0.163003833,0.001452918
MICB,0.375594786,0.00145898
SMIM24,-0.415516905,0.001464099
KCNK15,-0.231843274,0.001466523
RABEPK,0.205131012,0.001466942
ATP8B1,-0.1672235,0.001474894
LKAAEAR1,-0.242269357,0.001475205
PPP2R5D,0.221163631,0.001477769
SGSM3,0.181915988,0.001477802
CENPS-CORT,-0.148692738,0.001480573
MYH6,-0.177087833,0.001483246
TRMT2B,0.262881869,0.001488108
CCDC197,-0.198502893,0.001491841
DMRTA2,-0.220665964,0.001492076
SEMA4A,0.350116048,0.001493202
DDX56,0.286870226,0.001494163
HES7,-0.198552714,0.001498153
MAGEB5,-0.167414405,0.001500253
LOC642316,-0.184840988,0.00150155
GPANK1,0.226221714,0.001503502
DOLPP1,0.223120631,0.001504782
SEC31B,0.262408012,0.001510708
SMU1,0.335696857,0.001516474
DDX6,-0.154801667,0.001525294
U2AF2,0.188543798,0.001529293
KDM4A,0.20864544,0.00153055
MAT2B,-0.214997929,0.001531093
TAGAP,0.258527619,0.001537957
C1QL1,-0.246631917,0.001547021
ACTG1,0.164899048,0.001548363
SPRR2B,-0.243077548,0.001549187
CNNM4,0.200167452,0.001550418
CDK1,-0.178875369,0.001550954
NR2F1,-0.208063952,0.001550969
TNRC6C,0.222472512,0.001551404
MOS,-0.260176429,0.001556782
CROCCP2,0.180861905,0.001558085
SECISBP2,-0.188140119,0.001565346
EFNA2,-0.234536,0.001567517
RBM19,0.276488143,0.00156839
NANOS1,-0.18320056,0.001573049
MAU2,0.244835964,0.001576762
SCN8A,-0.217958,0.001579458
CBLL1,0.192983821,0.001584308
TAFA2,-0.646893476,0.001592639
CHADL,-0.192369107,0.001592644
SNX18,0.242940702,0.001598455
CCAR2,0.24319431,0.001598603
SLC25A6,0.31964619,0.001599383
DRD5,-0.215252655,0.001600943
MRPL23,-0.218378845,0.001603495
PTPN1,0.173787762,0.001605275
GARRE1,0.2122345,0.001610358
BAG1,-0.430043012,0.001610926
MT4,-0.218458,0.001616403
AP4S1,0.257851393,0.001616633
IL12RB1,0.258604714,0.00161673
FGG,-0.128803083,0.001619653
TBC1D8B,-0.198408357,0.001622541
SUN1,0.316259548,0.00162442
CYP2S1,0.248487571,0.001624441
ZDHHC15,0.157816667,0.001624721
C1orf131,0.177582857,0.001627283
LOC100132356,0.241494798,0.00163017
PRRC2B,0.238919214,0.001637004
GPAA1,0.193908417,0.001640553
KCNJ9,-0.208960321,0.001641776
MIR1915HG,-0.22845069,0.001644705
ACLY,0.257210655,0.001645042
PRDM16,-0.201546226,0.001651136
TXNL1,-0.200533298,0.001652398
IP6K2,0.186420905,0.00165426
SAA1,-0.263900643,0.001659063
ELP5,0.311378048,0.001662541
NCOA5,0.251865667,0.001662919
DCTN1,0.206714333,0.001670034
GFRA1,-0.16217081,0.001674318
MED12,0.282284655,0.001675843
BPHL,0.314274762,0.001676637
EMG1,0.32073619,0.001676801
HAND1,-0.18195856,0.001683813
GPAT4,0.276652214,0.001685449
GATA6,-0.242685095,0.001686116
TMEM109,0.483170202,0.001688513
ARHGEF1,0.217246393,0.001689195
ALX4,-0.218442357,0.001690621
TAGLN,0.26117756,0.001697305
MTMR14,0.193257929,0.00169968
RRAS2,-0.20759206,0.001702682
OPRD1,-0.205221333,0.001702888
TUBA1B,0.136804524,0.001703015
NAB2,0.143973512,0.001706208
TESK2,0.278357119,0.001707217
ARIH2OS,-0.20161394,0.001709193
DNAJC14,0.169288893,0.001712057
MIR194-1,-0.194045452,0.001716953
KRT77,-0.182588381,0.001718296
PORCN,0.247251131,0.001725398
GPA33,0.308949071,0.001734632
TAFA5,-0.195760214,0.001737857
DNAJC16,0.246526452,0.001738916
GPRASP1,0.318099738,0.001740617
GDE1,-0.300107702,0.00174551
PEMT,0.311380655,0.001746973
FAM163A,-0.159304417,0.001752842
LOC100128356,-0.158107345,0.001757906
DMBT1,-0.160893845,0.001765519
DSCR9,-0.180635036,0.001768042
OPTN,-0.48202925,0.001772954
PIN1,0.191567738,0.001774965
C2orf69,-0.135046143,0.001777006
PDX1,-0.222807321,0.001781367
MAGED1,0.31823681,0.001781547
ZNF2,0.161209536,0.001784782
NDFIP1,0.223734548,0.001787037
TMOD4,0.159502619,0.001792125
FAM187A,-0.199259429,0.001792338
WASHC2A,-0.230855845,0.001802147
DHPS,0.280239095,0.001806816
ZNRF2P1,-0.238665083,0.001809319
PPP1R11,0.204822488,0.001811468
IL11RA,0.222337333,0.001816618
GRPEL2,0.263028964,0.001822999
CLDN23,-0.218480321,0.001834077
NEGR1,-0.186030095,0.001839572
MIR27A,0.677263893,0.00184095
GMPR2,0.22686619,0.001843611
SHISA7,-0.300558214,0.001843723
OR7E37P,0.37519675,0.001848925
CHTF8,0.19057356,0.001858066
MDK,-0.20665519,0.001863065
NFKBIZ,0.260708214,0.001867083
CCNB2,-0.404170012,0.001867866
LINC00115,0.150869357,0.00187473
SIRPB2,0.405436452,0.001875156
OR52I2,-0.214501452,0.00187532
KCNS1,-0.216091274,0.001879694
TMEM63B,-0.576680155,0.001882505
APOL2,0.297975476,0.001885935
TSSK6,-0.205632881,0.001888096
MIR99B,-0.276407143,0.001890868
IKZF1,0.18765381,0.00189444
LRRTM1,-0.200937405,0.001899611
OR10H3,-0.186638857,0.001900558
HRK,-0.19328619,0.001902533
TMEM94,0.213294155,0.001903775
HCST,-0.468125452,0.001911182
COLEC12,-0.159806119,0.001913222
EDNRB,-0.151556655,0.001916606
SLC9B1,0.250914738,0.001916774
FMN2,-0.160690762,0.001917445
AP3M2,0.294581452,0.001920369
ACOT7,-0.192051238,0.001921223
PEX11B,0.27124431,0.001930627
PUM1,0.216657083,0.001939174
PTGER3,-0.163020952,0.001945453
NDUFA11,-0.165169393,0.001949027
WDR6,0.321862762,0.001951494
IQCF1,-0.17786369,0.001953549
ODC1,-0.49612881,0.001956355
PAQR9,-0.242247131,0.001959587
SFSWAP,0.144552905,0.00196736
SIVA1,-0.14744231,0.001975814
PRPF8,0.320558833,0.001977464
SMYD3,0.260881845,0.001980317
PAF1,0.191975524,0.001981603
ZNF764,0.111304131,0.00198253
GAL,-0.237946571,0.001987234
AP2S1,-0.23644081,0.00198967
SNORD95,0.296641357,0.001990999
FCER1G,0.259922143,0.001998483
PCDHB8,-0.202005155,0.001998878
UNC13D,0.270931762,0.002004244
C1QTNF9B,0.243274869,0.002007558
TPCN1,0.340778929,0.002008434
NOP2,0.259345929,0.002011001
KCNC2,-0.207325107,0.002017923
LINC01089,0.254164238,0.002021675
AKR1A1,0.369146107,0.002023351
TMOD3,0.216104845,0.002029235
PDAP1,-0.151012583,0.002030259
DZIP1,-0.19138694,0.002032601
HOXD11,-0.216814143,0.00203388
EIF2B4,0.220240893,0.002035988
PP13004,-0.248802702,0.00203605
APBA2,0.343295488,0.002039714
GJB2,-0.147470774,0.002039922
PLK1,-0.238545964,0.002046819
AMBP,-0.204419881,0.002048895
PRR13,0.212688929,0.002050489
TAPBP,0.233738333,0.002050652
SERPINB8,0.429463262,0.002059907
TRIM21,0.428065738,0.002063042
HES4,-0.191471333,0.002064935
TMEM104,0.220334905,0.002066761
ARFGAP2,0.173313012,0.002067163
NHERF1,0.198011667,0.002091282
COG4,0.235309976,0.002092311
TMEM170A,0.234604202,0.002097254
TERF2,0.185689929,0.00211389
CARMN,-0.165325429,0.002114686
MIGA2,0.118730083,0.002115983
NUPR2,-0.199501762,0.00211897
TBC1D3I,0.390990167,0.002126757
PPP2R5B,-0.489549929,0.002131425
C4orf36,-0.160292857,0.002132184
BRINP2,-0.249604393,0.002137127
RBM38,-0.35230369,0.002137697
SLC7A5,-0.508113131,0.002138592
UXT,0.345954643,0.002139218
BROX,-0.177004286,0.002141968
CHERP,0.232437619,0.002151104
STIM1,0.200724869,0.002161649
ADCY2,-0.16089275,0.002167856
MLX,0.217014881,0.002168125
ZNF772,0.37295119,0.00217384
HOXA13,-0.22274131,0.002174251
TSHZ2,0.528503024,0.002177494
PDIA5,0.191626655,0.0021812
SNORA30,0.24996475,0.002185855
FAM86DP,0.231431929,0.002188132
THAP8,-0.214234512,0.002192052
PIAS2,-0.376167238,0.002193991
ADCY7,0.192967321,0.002195053
E2F8,-0.186114107,0.00219948
PIMREG,-0.1727465,0.002200984
SERPINB11,-0.174949702,0.002206206
FAM86B3P,0.350533452,0.002208941
EHMT1,0.216313357,0.00221168
CACTIN,0.149175857,0.002211954
CXADR,-0.198068048,0.002214249
FRS2,0.21137325,0.002214264
KIAA1549L,-0.241715595,0.002214271
LRP5,-0.181821714,0.002220413
FAM86JP,0.2466995,0.002221193
DDX39A,0.16385756,0.002225115
CMAS,-0.416018881,0.002232882
ATF7,0.199478762,0.00223678
SKP1,-0.27842,0.002238119
LMBR1L,0.184915107,0.00223953
NPB,-0.279058071,0.002239982
MFGE8,0.191750476,0.002241237
ROBO4,-0.183648667,0.002242915
EPB41L4A-DT,-0.219117214,0.002243218
WDR72,-0.160737,0.002259216
LHX6,-0.192980631,0.002262133
FAM219B,0.227320262,0.002269554
LY6G5B,0.301203024,0.002270549
DMAC2,0.25897981,0.002275468
PRPF31,0.204780762,0.002276373
CD300LF,0.26185644,0.002277268
FOXE1,-0.2688465,0.002282351
TFAP2E,-0.209042143,0.00228277
LOC646383,-0.217039774,0.002283446
ZNF232,0.269989667,0.002285287
FEV,-0.242992976,0.002286403
MARK3,-0.251719869,0.002287653
VPS53,0.239030631,0.002288906
TDRKH,0.260224643,0.002289278
JOSD2,-0.172983571,0.002294334
ECSIT,-0.232318821,0.002294992
FERMT3,0.287057976,0.002295848
CCR4,0.596916071,0.00229842
HJV,-0.197826655,0.002300076
CCDC96,-0.222194357,0.002304233
FAM110C,-0.215318964,0.002305351
CRISPLD1,-0.143823095,0.002305578
TACO1,0.133596881,0.002307401
RBMY1J,-0.137645976,0.002312347
GPR21,0.259492845,0.00231362
HCRT,-0.190364155,0.002317018
PBX2,0.269913798,0.002317924
KCNH5,-0.188187071,0.00233009
PLAGL1,0.274630631,0.002334506
ID2B,-0.146784345,0.00233929
C14orf119,0.220536964,0.002346312
SEPTIN6,0.342180179,0.002348843
FLNB,0.27423406,0.002350415
C1QTNF4,-0.220903202,0.002360521
PANK4,0.150711726,0.00236398
CUL9,0.192839405,0.002364754
RNF14,-0.464285893,0.002366949
TMEM59L,-0.217060595,0.00236805
TPM3,0.198560238,0.002369718
EMC1,0.288110107,0.002378505
ANKRD30BP3,-0.191710631,0.002379089
QSOX1,0.350481143,0.002379653
AKAP4,-0.152821119,0.002387924
XYLB,0.219326286,0.002390983
C1orf122,-0.173015714,0.002391689
LEF1,0.803263357,0.002392293
DGUOK,0.221437655,0.002397075
SLC25A45,0.195337131,0.002399074
ARHGEF7,0.159019,0.002399992
PRSS12,-0.187090798,0.002402526
SLC23A2,0.240003167,0.002403066
HSD17B7P2,0.303416321,0.002405117
PDK1,0.297805655,0.002406837
SNORD109B,0.248689524,0.002412948
RBM27,0.172030798,0.002420912
ATP13A5,-0.179116571,0.002424406
TM7SF3,0.203353857,0.002432105
NKX2-2,-0.205274083,0.002433618
ZNF729,-0.193622488,0.002434112
OFCC1,-0.193815476,0.002434177
DDX54,0.155372583,0.002434649
SPACA5B,-0.210055988,0.002440138
SLC37A1,0.253643738,0.002442745
NCOA4,-0.260110952,0.002444619
ALKBH5,0.15017956,0.002447615
ZNF395,0.160822107,0.002449084
TULP3,0.378436167,0.002452721
UBR4,0.250389595,0.002458641
STRADB,-0.292754048,0.002459189
RAE1,0.199157452,0.002463932
SIAE,0.325175036,0.002464171
KNSTRN,0.217734274,0.002467008
GON4L,0.17460831,0.002468884
TMPRSS2,-0.166600631,0.002470468
RNF38,0.148462976,0.002471247
C16orf54,0.269114881,0.00247157
H1-5,-0.485230464,0.002478993
ZNF565,0.187783143,0.002495746
TPH2,-0.179780571,0.002497401
NOG,0.283543738,0.002499194
CCNB1,-0.165903821,0.002499725
FZD7,-0.207627,0.00250307
VOPP1,0.249750214,0.002507235
TSPAN14,0.184102143,0.002517424
FSTL3,-0.179175786,0.002518283
NOL6,0.261354726,0.002518848
