Name_GeneSymbol,Value_LogDiffExp,Significane_pvalue
KLHDC10,0.291275262,0.006275628
NUP93,0.291118702,0.019685441
RPL3,0.291117024,0.020513223
DCAF7,0.291064417,0.000558361
NUDT7,0.290983738,0.036231394
ERCC3,0.290979798,0.001016314
TMEM147,0.290877631,0.026918862
MON1B,0.290684726,7.0125623975054e-05
HMGCL,0.290515262,1.74651654813579e-06
TSC22D1,0.29045325,0.000228704
EIF3L,0.290377381,0.010383142
POU2F1,0.290312,2.76110395665797e-05
RUVBL1,0.290240512,0.032603954
RASSF4,0.290107845,0.038838029
RRP12,0.290029845,0.016390086
H2BC19P,0.29002475,0.057406165
TNXB,0.289626238,4.10510774285545e-07
PARP12,0.289326655,0.170836526
RARA,0.289276464,0.004515652
LOC728392,0.289159357,0.002765966
RNF213,0.289108167,0.061727572
NMT2,0.28888631,0.021874125
SCML4,0.288641524,0.034211156
DHX30,0.288442631,0.003614232
SLC43A3,0.288407179,0.015280909
PLPP1,0.288323,0.02503245
LOC101059935,0.288153167,0.059874545
LIPA,0.288148167,0.10302636
CIRBP,0.288111548,6.19154842339485e-05
EMC1,0.288110107,0.002378505
PEX12,0.288095286,1.10875418556313e-05
TRIM14,0.288064024,0.078156733
ZNF263,0.28805019,0.000104642
LOC400499,0.288045714,0.034263058
TPPP3,0.287970714,0.041898099
TMEM268,0.287752024,0.049288144
USP10,0.287453833,0.000814401
OXNAD1,0.287403536,0.073400096
LOC642947,0.28737806,0.003721745
TTLL4,0.287345726,0.00296278
PSME2,0.287183226,0.087039945
FGD4,0.287141952,0.044316332
PSMB4,0.28709125,0.000138753
LRPAP1,0.2870875,0.000216607
FERMT3,0.287057976,0.002295848
DDX56,0.286870226,0.001494163
POLA2,0.286641619,0.000615086
SLC30A7,0.28659906,0.004558292
ZNF24,0.286247298,4.14430413137972e-05
PITPNA,0.286241429,0.000123033
ZBTB40,0.286168798,0.031379108
FLOT2,0.28598881,0.006557095
SLC25A19,0.285777536,0.007575907
WARS1,0.285759536,0.080532467
TCTN3,0.285721333,0.037171948
OS9,0.285565107,0.000523754
GPR132,0.285485595,0.000332077
TAS2R50,0.285482357,0.085816228
INO80D,0.285259964,3.66664254317556e-08
ICAM2,0.285081381,0.02965783
CSNK1G2,0.28480881,7.40355093897846e-07
ST20,0.284695095,0.007791198
HGD,0.284619262,0.000601614
SDR39U1,0.284536643,0.003463547
NELFCD,0.284185107,0.009897259
SHFL,0.284025179,0.025014997
NLRC5,0.283984988,0.015306434
ZBP1,0.28393925,0.147088103
CSF1,0.283783202,0.010505257
ATF7IP2,0.283743964,0.126193999
MORC4,0.283717167,0.003552645
NOG,0.283543738,0.002499194
CSF2RB,0.28348631,0.00280184
SMAD3,0.283386036,0.038623434
CNDP2,0.283344214,0.043899925
CUBN,0.283093012,0.008461013
SH2D3C,0.283086679,0.000358957
ACTR1B,0.282960583,0.000216923
ANKRD13C-DT,0.282851476,0.006703931
GAS5,0.28283919,0.136535448
SLC43A2,0.282822381,0.001176104
GLG1,0.282680214,0.006471723
HAVCR2,0.282571262,0.048100834
ADAMTSL4,0.28255031,0.000352836
CASP2,0.282521583,6.0966759772812e-06
CD300C,0.282462536,0.012800102
AAK1,0.282455798,0.001380902
TSTD2,0.282347726,0.003025823
MED12,0.282284655,0.001675843
FRAT2,0.282246476,0.009427139
MAN1C1,0.282171036,5.69716424862512e-05
FMN1,0.281968119,0.042126221
GGT7,0.281534393,4.47427595971161e-05
PSMC4,0.281431798,0.002711575
SNORD59A,0.281402488,0.017585283
VAMP8,0.281310048,0.101993266
BACH2,0.281203238,0.07771135
FAM110A,0.28089394,0.000342368
TMEM263,0.280862333,0.013816821
ITM2A,0.280817155,0.147795569
FTO,0.280654667,0.019097663
GBP5,0.28053344,0.222663544
IGF1R,0.280525702,0.105854035
LMF1,0.280487298,0.004388822
DPH2,0.280443798,0.001152745
DHPS,0.280239095,0.001806816
CILK1,0.280169905,0.00049332
CCR1,0.28015931,0.144150678
SCRN1,0.280134798,0.026872323
PIP4K2C,0.279872214,8.12762613286277e-05
TPTEP1,0.279610298,0.098643862
OCR1,0.279547762,0.127235502
CREB3,0.279388988,0.001003834
TMEM176B,0.279270143,0.356882575
AP1G2,0.279249226,0.000253231
PRPS1,0.279219381,0.026349005
DPH5,0.279126429,0.041330362
SIGLEC10,0.279092905,0.012459385
RFT1,0.278968917,0.000267094
IFI44L,0.278938798,0.590337742
SAP30BP,0.278817726,4.02775279947752e-07
PFDN1,0.278765524,0.040492418
RHBDD2,0.27871869,4.09839631894769e-05
ECD,0.278558762,0.000208757
TESK2,0.278357119,0.001707217
IPCEF1,0.27827406,0.0001185
RRP1B,0.27821269,0.017882885
RNF144B,0.278101607,0.065686146
SNORD117,0.27808975,0.010461695
RTL8C,0.277927738,0.000625552
WDR89,0.277798679,0.055738668
METTL18,0.277745083,0.112406307
SNU13,0.27773131,0.009424159
PLRG1,0.277589798,0.04538552
RBM23,0.277502857,0.000915354
SLC8B1,0.277491786,0.000205501
ACAA2,0.277421393,0.044083524
MSX2P1,0.277374476,0.000123483
NIT1,0.277019893,0.000348201
ZFAND2A,0.277011964,0.00020967
ASXL2,0.276747726,2.32072185942415e-05
PHF12,0.276718881,0.00301158
GPAT4,0.276652214,0.001685449
PEX19,0.276649619,1.76548815568433e-05
RBM19,0.276488143,0.00156839
KDSR,0.2764375,0.009078243
ZC4H2,0.27626206,0.002771763
MRI1,0.275840333,0.003556717
FHIP1A,0.275839095,0.020583503
JUNB,0.275831429,0.000472249
POPDC2,0.275812357,0.000532493
SNORD62B,0.27571425,0.003129114
COLGALT1,0.275332298,0.000138326
VPS52,0.275324869,0.003400469
LTBP3,0.27527381,2.75828323176768e-05
ARHGEF34P,0.274960821,0.011923503
MPV17,0.274882119,0.019057031
DYSF,0.274753524,0.126592054
TUBB,0.274720476,0.000775724
B3GAT3,0.274718595,0.00032189
PLAGL1,0.274630631,0.002334506
FICD,0.274611452,3.05340738683428e-05
LOC105377774,0.274534631,0.028343779
ZNF574,0.274534036,9.43025912132601e-06
ATG16L2,0.274454845,0.028202305
KTI12,0.27440925,0.00025227
LOC100129888,0.274338631,0.024254807
FLNB,0.27423406,0.002350415
TMEM40,0.274027786,0.150832758
OR2L2,0.274006976,0.037853653
OR2AK2,0.273977298,0.026650488
MMS19,0.273953798,0.000385048
HIBCH,0.27370406,0.035870046
MIR570HG,0.273703845,0.009901495
ASPRV1,0.273656393,0.05451726
ECE1,0.273644643,0.014116376
SLC12A9,0.273451643,0.003198521
HIPK2,0.273288774,0.001339493
KDM8,0.273124167,0.000288202
ANPEP,0.27299725,0.105234881
SCFD2,0.272854917,0.014404505
VPS33B,0.272799881,0.000159582
FCN1,0.27278119,0.014478016
IKZF5,0.272672095,0.000120896
ALG8,0.272633512,0.05577445
ZMYM4,0.272451548,0.02326829
INTS9,0.272366095,0.002844744
CD3D,0.272323298,0.231354281
XAB2,0.27227994,7.77834876185794e-05
CD80,0.272132893,0.008015663
NUMA1,0.272122833,0.000165568
SLC35B4,0.272017083,0.005829258
SENP3-EIF4A1,0.271917738,0.000349465
FBXO32,0.271782274,0.072239362
SNORD61,0.27177756,0.134981189
NIBAN1,0.27163631,0.039731981
DNPH1,0.271602131,0.010290621
SLC2A9,0.271309738,0.01119703
PEX11B,0.27124431,0.001930627
TCF7L2,0.270969369,0.023245273
MCUB,0.270952488,0.132344438
UNC13D,0.270931762,0.002004244
CIAPIN1,0.270648048,0.000967715
SNORD14E,0.27056469,0.079709971
SCYL3,0.27052425,0.00014424
WDPCP,0.270494429,0.007121277
DENND4B,0.270490536,1.75342424337946e-05
RGP1,0.27048325,1.0785264439221e-07
ZXDC,0.270467214,7.70916829266998e-05
DAAM1,0.270336048,0.006333988
CHRAC1,0.270133762,0.000450807
ZNF232,0.269989667,0.002285287
PBX2,0.269913798,0.002317924
LOC100132731,0.269724988,0.071487886
TCF4,0.269660917,0.064303142
DPYSL2,0.26963825,0.081432258
C1orf198,0.269600726,0.039760603
TJP2,0.269564893,0.007504337
PRKCQ,0.269357524,0.138322954
UMPS,0.26931656,0.034631453
SERPINB2,0.269128869,0.136989728
C16orf54,0.269114881,0.00247157
RABGGTA,0.269073012,0.000138757
TP53BP1,0.269058,4.17606599944936e-05
TRIM22,0.268750833,0.133210737
EFHC2,0.268674583,0.213496226
PHYKPL,0.268428881,5.96128201669688e-05
TMCO6,0.268275036,2.61052863303048e-05
NDUFS5,0.268161524,0.184310313
SLFN12L,0.26812394,0.169781075
ZNF287,0.26809975,0.020290997
NDUFA4,0.268094714,0.129840565
BAK1,0.26808869,0.033359921
TTI2,0.26804119,0.000487321
PIGA,0.267974238,0.000817679
MDN1,0.267882393,0.006359971
SF3B3,0.267784679,0.029110306
AFF1,0.267766786,0.000749619
CNPY3,0.267756786,1.76414686453474e-06
ZDHHC3,0.267734476,0.000975273
SNORD44,0.267590488,0.136115588
LOC100133315,0.267434036,0.071795051
ABI3,0.267367405,0.021629302
SLC37A3,0.267293548,0.151949693
AATF,0.267157048,0.000428073
BBS9,0.267092214,0.005229892
ACD,0.267071679,5.99249868047474e-06
PARP16,0.266935071,0.046123454
LIX1L,0.266910179,2.88331990103564e-05
CLEC6A,0.266855357,0.153763474
ZMYM3,0.266800464,0.003813708
CSAD,0.2667835,0.013210777
GSN,0.266688476,0.058496952
PFN2,0.266686298,0.047967938
POLR2D,0.266669214,0.003276415
SMN2,0.266382821,0.041481417
AK2,0.266336821,0.014009983
AKR1E2,0.266325845,0.048599787
ABHD4,0.26622506,0.020205793
FYN,0.266105333,0.080277507
TRAPPC9,0.266075429,0.000404476
RBCK1,0.26607469,0.007872941
CPNE3,0.266055524,0.002602506
SLC25A11,0.265869631,2.57255034724098e-05
UBXN11,0.265828286,0.003155486
POLR1HASP,0.26575381,0.026913586
ZNF827,0.265651107,0.007924895
ADA,0.265486893,0.085869
NEMP1,0.265342202,0.003157646
RAB1B,0.265274762,0.001245191
DHX16,0.265246869,1.1518913458229e-06
VIPAS39,0.265190786,0.000181578
PCBD1,0.265152762,0.011204656
USP21,0.26504875,2.04570323375485e-05
RNF31,0.264853024,4.73894332180151e-05
SNRPA,0.264738321,0.031566225
CD93,0.26444775,0.098562186
SNORD24,0.264290155,0.066952225
SPTBN1,0.264231298,0.031387094
VPS39,0.264131452,0.000114178
RHOG,0.264027857,0.000235129
TUBGCP4,0.263924893,0.039244686
BTN3A3,0.263818429,0.042626547
DDX60,0.263687298,0.410843691
ERH,0.263620405,0.134692304
PAN2,0.263518262,0.016702928
STYXL1,0.263496143,0.01536611
MIR29B2CHG,0.263327702,0.167629687
MAP3K12,0.263286333,5.13283339312163e-05
GRPEL2,0.263028964,0.001822999
TRMT2B,0.262881869,0.001488108
CLU,0.262846262,0.231991287
PLAGL2,0.26284144,0.010303488
SMG9,0.262718321,0.000992258
CDK5RAP3,0.262657143,0.001398968
BZW2,0.262645571,0.040799654
MAB21L3,0.262553036,0.181368158
SEC31B,0.262408012,0.001510708
DTX3L,0.262406702,0.054631255
WDR70,0.262368821,0.02785198
PIK3CD,0.262318238,0.00074257
MLF2,0.262119286,0.000833296
CD1C,0.262116369,0.140180916
FAF2,0.262105869,3.29984761206457e-05
CTSO,0.262103607,0.109031669
ZNF445,0.262090881,6.94218218729717e-06
SNUPN,0.262082774,0.008681029
DMAC1,0.262071595,0.067799676
SPIN1,0.261974643,0.012078635
ACACB,0.261965512,1.44749120653031e-05
TCN2,0.261962274,0.116983882
SNORD116-26,0.261943988,0.033832483
METTL25B,0.261930488,1.13901467735596e-07
OAS3,0.261869131,0.519016878
CD300LF,0.26185644,0.002277268
PMM2,0.261800119,0.016686678
REEP4,0.261658655,0.009975995
PSD4,0.261613774,0.007243439
OASL,0.261504333,0.36424321
NOL6,0.261354726,0.002518848
TCF12,0.261315619,0.016036665
ACRBP,0.261262726,9.32723701446243e-05
TAGLN,0.26117756,0.001697305
PSME3IP1,0.261079667,4.19209096025771e-05
IVD,0.260991583,0.006683284
ABR,0.260884048,0.000644039
SMYD3,0.260881845,0.001980317
FAAH2,0.260860988,0.026277187
CCNJL,0.260795274,0.10485632
NFKBIZ,0.260708214,0.001867083
CBLB,0.26063531,0.070817696
KMO,0.260440619,0.157921928
APP,0.260427083,0.054003705
ADI1,0.26035925,0.007696685
ZNF717,0.260329464,0.052619415
TFIP11,0.260321226,0.000301277
ZNF416,0.260293869,0.006629163
CAMK1,0.260228048,0.029556381
TDRKH,0.260224643,0.002289278
ZNF134,0.260215845,0.011102261
DDX23,0.260085143,0.000510546
NIPSNAP1,0.260044226,6.08116313721514e-05
REPS1,0.259935952,0.024809565
FCER1G,0.259922143,0.001998483
ARMCX5-GPRASP2,0.259899,0.000247814
SLC35A4,0.259897274,0.003091404
ZKSCAN8,0.259791226,0.039950913
SFMBT1,0.259707774,0.012496501
COQ8B,0.259686452,0.001014948
PTCRA,0.259672488,2.17827370602446e-05
ATP2B4,0.259646381,0.004978428
NECAP1,0.25959281,6.06846859872319e-06
PLD2,0.259574726,0.000255568
SLC10A7,0.25953231,0.024518042
NSUN6,0.25952525,0.076973591
GPR21,0.259492845,0.00231362
SMC1A,0.25948944,0.010322209
LIMA1,0.25941269,0.052271418
ZNF619,0.25938331,0.000732556
NOP2,0.259345929,0.002011001
FOXJ3,0.259325357,5.21669896413507e-06
LZTR1,0.259233167,0.000429331
ELOVL1,0.259019524,5.71299459697939e-06
GTF2H3,0.259001643,0.050187367
DMAC2,0.25897981,0.002275468
DYNC1H1,0.258886762,0.011700158
RFTN1,0.258701893,0.035842245
IL12RB1,0.258604714,0.00161673
TAGAP,0.258527619,0.001537957
MAP4K3,0.2585255,0.074351758
GALNT12,0.258489405,0.003978739
TAS2R3,0.258389417,0.005179909
SC5D,0.25837544,0.117185553
UBA1,0.258370643,0.01801138
ZCCHC2,0.258208119,0.157569863
TSPAN32,0.258083107,0.000942756
MAN2C1,0.258077488,0.001102838
MAP3K11,0.25804225,0.000491982
OGFR,0.25801325,0.002894756
DBNL,0.257949143,0.000344856
AP4S1,0.257851393,0.001616633
CDIN1,0.257846298,0.018834155
NAGK,0.257726071,0.009351648
PPM1L,0.257695714,0.016707344
NR3C2,0.25766669,0.049922197
HINFP,0.25764481,4.64849991742343e-05
DKFZP779L1853,0.257631607,0.020849878
MTMR4,0.25757219,0.003152358
TEX261,0.257531321,0.000283935
RNVU1-19,0.257504655,0.150401593
TRAPPC2L,0.25744375,1.2122651512953e-05
RHOF,0.257424714,0.004817372
NMT1,0.257346488,0.00110301
SNRPA1,0.257329071,0.100115334
ENTPD4,0.257301917,1.89667182287555e-05
CHMP6,0.257236619,2.29718725923487e-05
ACLY,0.257210655,0.001645042
MICAL1,0.257077762,0.00730219
UCK1,0.256891571,1.78956911567744e-05
TNFAIP8L2-SCNM1,0.256885607,4.49875285210402e-05
RTCB,0.256865798,0.092046919
EXOC2,0.256834595,0.023958558
MGAM2,0.256770298,0.223997263
SLC37A2,0.256719333,0.009331887
GTPBP2,0.256693226,0.012962111
ARF2P,0.256590071,0.108659054
QRICH1,0.256542083,0.001256529
LTBR,0.256500571,0.006505874
ELL,0.256493393,0.00821915
CD226,0.256058631,0.114831362
ARHGAP32,0.255947655,0.009729167
ARFIP2,0.255944012,0.000131969
CENATAC,0.255899464,0.00310824
IDO1,0.25581406,0.38106626
NUP188,0.255657167,0.037776286
ARSG,0.2555395,0.012104416
CLN5,0.255484238,0.014461805
TRADD,0.255460845,2.27204368196447e-05
WDR73,0.255066012,1.03470600847096e-06
METTL2B,0.255031571,0.022333712
SORT1,0.255015786,0.06144407
SSH1,0.255014881,0.003681442
KBTBD4,0.254822714,3.88414926868013e-06
NUBP1,0.254649714,0.045441464
CCDC7,0.254563131,0.042716956
OCIAD2,0.254472667,0.098630572
ERVK11-1,0.25446169,0.093023821
SLC39A11,0.254429417,0.033976098
STK40,0.25439194,0.014524562
THEM4,0.254348238,0.033899512
RHOC,0.254199679,0.052444724
RILPL2,0.254182452,0.004457126
SBF2,0.254166417,0.007887383
LINC01089,0.254164238,0.002021675
PVALB,0.254103929,0.110196167
TOE1,0.254091964,0.000272601
ASTE1,0.254047131,0.00873619
LYPLA2,0.254001881,3.77216170412238e-05
GPR141,0.253918107,0.165445282
COPG1,0.253899452,0.00055974
SCMH1,0.253793226,0.018596606
MEF2D,0.253715643,0.000151479
CHURC1-FNTB,0.253700905,0.000922584
SLC37A1,0.253643738,0.002442745
TSPYL2,0.253598702,0.012914401
EDC4,0.2535565,0.000325053
GOLGA8DP,0.253539821,0.04715856
EOLA1-DT,0.253468798,0.011850411
ADAM23,0.25346869,0.016876176
F8A3,0.253450119,9.05785826271697e-07
SIGLEC5,0.253370774,0.114282939
SLC25A26,0.253308988,0.018324415
GGA1,0.253103476,1.51806057262776e-07
SQOR,0.253042726,0.015973355
ALKBH1,0.252908893,0.011113283
HAPLN3,0.252809702,0.047593225
POR,0.252803738,0.014345405
ARHGAP1,0.252572929,0.006284215
NDE1,0.252509167,0.004910092
GLE1,0.252453655,2.08029728960401e-06
TRIM4,0.252435774,0.007895496
C3orf62,0.252361607,0.09149719
CARS2,0.25221081,0.004316212
ERGIC1,0.252075238,0.058865838
ITGA5,0.251971298,0.022862403
HIVEP2,0.251948321,0.01738656
NCOA5,0.251865667,0.001662919
G3BP1,0.251771655,0.01575566
UPRT,0.2516645,0.040375932
AIFM1,0.251571226,0.016336063
ZNF630,0.25155275,0.053079055
TRMT1,0.251491155,0.005726244
MAML2,0.251439262,0.002590743
ARHGAP27,0.251436333,0.000983062
LOC642980,0.251368202,0.000378972
RPL22,0.251353524,0.005260017
APOL1,0.251294619,0.084968595
ALG12,0.25118075,2.00071455725563e-06
C11orf68,0.251057298,3.11820353725734e-05
C12orf43,0.251022738,0.000250095
XPNPEP1,0.251017488,0.025993543
CASP5,0.250948321,0.232486128
SLC9B1,0.250914738,0.001916774
PPIL2,0.250911345,0.000752981
CLEC4F,0.250519857,0.004246192
MESD,0.250497071,0.003725844
DHRS4L1,0.2504965,0.03739705
DPAGT1,0.250416369,0.030998856
UBR4,0.250389595,0.002458641
LMF2,0.250109679,0.000146793
APBB1,0.250076988,0.006679466
FAM117B,0.250053786,0.01095005
EIF3CL,0.250052917,0.047301911
GCN1,0.249975167,0.0150398
SNORA30,0.24996475,0.002185855
GBF1,0.249938774,0.0008336
ZFYVE27,0.249934619,0.00029899
VOPP1,0.249750214,0.002507235
PGK1,0.249534524,9.96617315392547e-05
VTRNA1-1,0.249531631,0.123515626
POLR2M,0.249240262,0.082230307
ID3,0.249207738,0.008778713
RPS24,0.249205762,0.345280865
TIMM22,0.249151583,0.016131786
SAP130,0.249088452,0.000393919
GOSR1,0.249077488,0.000176559
RFWD3,0.249032119,0.000151311
ELK3,0.249017571,0.002742845
SNORA5C,0.248883333,0.000223688
TMEM140,0.24887881,0.051991187
ZNF277,0.248791167,0.004506759
CYTH4,0.248775119,5.00646392674577e-05
SLC22A5,0.248717095,0.00272229
RAPH1,0.248697619,0.033640932
SNORD109B,0.248689524,0.002412948
IFI6,0.24868144,0.388057368
NAT9,0.248640833,1.65961889886216e-06
TM9SF1,0.248633679,2.7392909500874e-05
CYP2S1,0.248487571,0.001624441
DNAJC24,0.248435048,0.085028535
DENND3,0.248370357,0.01799984
CSTF2,0.248300143,0.00310956
RAB24,0.248234357,0.008762044
CRTAP,0.248190238,0.006814318
SLC25A1,0.24817619,0.002656831
DCP1A,0.248165048,4.43268507132761e-05
SVIL,0.248076048,0.043834557
MAP7D3,0.248007595,0.033046342
RHNO1,0.247934952,0.017473601
PPP4R1L,0.247926393,0.025287969
MYCBP2,0.247890679,0.006549543
NME6,0.247832845,9.96850849442235e-05
STX5,0.247638405,1.30902341436543e-05
CMTR1,0.247592345,0.153465841
ZNF862,0.247574571,3.83604018502359e-05
SNX11,0.247542226,0.009295951
OSGEP,0.24747006,0.016123705
GIT1,0.24739331,0.000630034
CTBP1-DT,0.247358107,0.035045038
PORCN,0.247251131,0.001725398
HSF2,0.247235988,0.041095813
SNORD102,0.247106071,0.061068041
UBE4A,0.247014405,1.04264446490341e-05
MGAM,0.246894167,0.217977087
HERC6,0.246860631,0.366657867
CASP9,0.246736702,0.000216677
FAM86JP,0.2466995,0.002221193
MNAT1,0.246679798,0.047098133
ULK4,0.246614202,0.029621108
SLC11A1,0.246608214,0.096605621
GRAMD1B,0.246539083,0.103742293
DNAJC16,0.246526452,0.001738916
ARF3,0.246285833,0.004926992
ARHGAP21,0.246223381,0.014068217
ESS2,0.246193417,4.50242529809429e-05
EDEM1,0.246082083,6.12418869896332e-05
AGO1,0.24588581,0.000173813
CCNT1,0.245851226,1.89199574890023e-06
CCDC66,0.245804298,0.239145798
TRIM6-TRIM34,0.245592226,0.035420367
TBL2,0.245590869,0.00018219
MYC,0.245578667,0.05081979
TRAF3IP2,0.245566476,0.000591799
CDK10,0.245546464,9.01227971955191e-05
SRPRA,0.245520357,0.00011877
SRR,0.245463024,0.005441107
MTHFD2,0.245424536,0.101983437
NAF1,0.245205452,0.052002748
SORL1,0.245144643,0.022979278
KAT5,0.245044107,6.50040351849391e-05
RPL37A,0.245018155,0.023398789
METTL6,0.244978845,0.018920206
ABCE1,0.244960107,0.292236455
CCDC115,0.244947524,9.90056432635547e-05
MAU2,0.244835964,0.001576762
CNOT4,0.244718643,3.54143108012015e-05
GRIK1-AS2,0.244656155,0.011101774
SHKBP1,0.244655833,0.02141281
MSTO2P,0.24464831,0.013889904
LOC100131581,0.244555714,0.09561599
GOLGA8R,0.244527583,0.008146528
MYBBP1A,0.244511821,4.91639117523445e-05
RPS3,0.244484048,0.056998156
LIAS,0.244303357,0.032214499
TNFRSF10A,0.244264476,0.009567252
RNF220,0.244207929,0.000173898
FNIP2,0.244081393,0.013518332
SATB1,0.244039595,0.007976994
FGD6,0.244039036,0.073213048
MRAS,0.244022071,0.004122245
YIPF1,0.243922679,0.011498913
USP53,0.243769726,0.154170987
ITGB2,0.243713333,0.001346616
C4BPA,0.243671952,0.600455973
MAML3,0.243669667,0.025045415
AKAP1,0.243601417,0.009643655
PAX8-AS1,0.243579119,0.217938539
DNAAF9,0.243421333,0.028047552
YKT6,0.243294952,9.79764877448307e-06
ZZEF1,0.243275417,0.007136427
C1QTNF9B,0.243274869,0.002007558
PMF1-BGLAP,0.243262726,3.54385154516836e-05
SRD5A3,0.243260179,0.074272871
CCAR2,0.24319431,0.001598603
MTR,0.2431105,0.044442031
SKA2,0.243013631,0.204520961
ARID3B,0.242966393,0.000465759
SNX18,0.242940702,0.001598455
SNORA1,0.242729762,0.052999831
PREPL,0.242711143,0.063417887
PHF23,0.242666071,1.46886373366517e-05
MAP3K14,0.242643452,1.55023688038062e-05
P2RX4,0.24260594,0.05502602
ASCC1,0.242410774,0.004564968
HCP5,0.242404524,0.007505334
LILRA6,0.242351774,0.019360777
GSTM5,0.242198048,0.193807354
IL6R,0.242097226,0.026606889
WDR33,0.242000036,0.000586931
PILRA,0.241977738,0.00952615
RBSN,0.241724857,0.000748551
TSPAN31,0.241652429,0.007433364
ADSL,0.241513607,0.011368517
ARPIN-AP3S2,0.241499381,0.006076683
LOC100132356,0.241494798,0.00163017
SETDB1,0.241451119,8.68977516288228e-05
TRAM2,0.241431417,0.009105406
AKT1,0.24142775,0.001447127
TRIM68,0.241376393,0.011678361
LGMN,0.241362155,0.035026301
STN1,0.241275298,0.034194389
ROPN1L,0.241232024,0.128103369
CZIB,0.241214893,0.014870755
DHRS3,0.241165083,0.006368908
ARL2-SNX15,0.241091429,0.02935718
LGALS9C,0.241067083,0.106318082
MTMR8,0.240995143,0.018806165
PEX10,0.240882,1.67513868381026e-05
CD300LD,0.240728048,0.140079203
SYNJ2BP-COX16,0.240657833,0.068398093
ZYG11B,0.240237476,0.006529029
GTF3C2,0.240225,0.001263876
TBC1D10C,0.240194548,0.002731095
CCDC6,0.240176393,0.032858163
ERAP1,0.240127786,0.009834388
PDIA4,0.24007625,0.068030256
SLC23A2,0.240003167,0.002403066
DPEP2,0.239969298,0.033893451
COPA,0.239958571,0.000724796
IPP,0.23992025,0.004538818
GGA3,0.239914429,1.2139035256951e-05
PAQR8,0.239816821,0.023075676
CBFA2T2,0.239743321,0.001017472
LGALS3BP,0.239488488,0.116684605
SEC16A,0.23942275,0.002818363
RPL26,0.239230226,0.536146899
GEMIN5,0.239219226,0.01608385
VPS53,0.239030631,0.002288906
NME2,0.238961607,0.152924222
PRRC2B,0.238919214,0.001637004
KLHL36,0.238893917,0.000173554
ULK2,0.238879548,0.016339327
SNORD37,0.238780679,0.002865819
CDKN2AIP,0.2387615,0.002895341
ATP5F1D,0.23876025,0.000954401
ZNF540,0.238741476,0.078889859
HCAR2,0.23845569,0.159774909
SIPA1L1,0.238445738,0.063552134
STAT5B,0.238423571,0.019129044
MGA,0.238405881,0.039338208
FOXP1,0.238368333,5.58181716706301e-06
PITPNC1,0.238176452,0.008685117
STIM2,0.238169786,0.001080255
MRPS25,0.238137929,0.019649584
KLF11,0.238022762,0.035151685
BORCS5,0.237938202,0.000209365
NOL4L,0.237921583,2.51094147033428e-05
ABHD6,0.237863857,0.003668006
NFKBIA,0.237674881,0.052286713
SNORD116-25,0.237659786,0.027106298
TST,0.237600762,0.036352613
